,Status/Disposal,Brand,Brand Location,Tattoo,Tattoo Location,Name,Registration Number_x,Breeder,Breeder Member Number,Owner,Owner Member Number,Date of Birth,Birth Method,Sire_x,Dam,Status,Type or Sex,Breed 1,Breed 2,Breed 3,Breed Comp 1,Breed Comp 2,Breed Comp 3,Horns,EPDType,EPD Reporting Period,CED,CED Acc,BW,BW Acc,WW,WW Acc,YW,YW Acc,MK,MK Acc,TM,Birth Weight,Adjusted Birth Weight,Birth Contemp Group,Birth contemporaries,Birth Weight Ratio,Calving Ease,Twin code,Weaning Date,Weaning Weight Date,Weaning Weight,Adjusted Weaning Weight,Weaning Contemp Group,Weaning Contemporaries,Weaning Weight Ratio,Weaning WDA,Weaning Mgmt Code,Weaning Pasture Code,Yearling Date,Yearling Weight Date,Yearling Weight,Adjusted Yearling Weight,Yearling Contemp Group,Yearling Contemporaries,Yearling Weight Ratio,Yearling WDA,Yearling ADG,Yearling Mgmt Code,Yearling Pasture Code,Growth,Year_Born,Age,Designation,phn,animal_name,sire,sire_phn,sire_name,dam,dam_phn,dam_name,sire_sire,sire_sire_phn,sire_sire_name,sire_dam,sire_dam_phn,sire_dam_name,dam_sire,dam_sire_phn,dam_sire_name,dam_dam,dam_dam_phn,dam_dam_name,sire_sire_sire,sire_sire_sire_phn,sire_sire_sire_name,sire_sire_dam,sire_sire_dam_phn,sire_sire_dam_name,sire_dam_sire,sire_dam_sire_phn,sire_dam_sire_name,sire_dam_dam,sire_dam_dam_phn,sire_dam_dam_name,dam_sire_sire,dam_sire_sire_phn,dam_sire_sire_name,dam_sire_dam,dam_sire_dam_phn,dam_sire_dam_name,dam_dam_sire,dam_dam_sire_phn,dam_dam_sire_name,dam_dam_dam,dam_dam_dam_phn,dam_dam_dam_name,sire_sire_sire_sire,sire_sire_sire_sire_phn,sire_sire_sire_sire_name,sire_sire_sire_dam,sire_sire_sire_dam_phn,sire_sire_sire_dam_name,sire_sire_dam_sire,sire_sire_dam_sire_phn,sire_sire_dam_sire_name,sire_sire_dam_dam,sire_sire_dam_dam_phn,sire_sire_dam_dam_name,dam_sire_sire_sire,dam_sire_sire_sire_phn,dam_sire_sire_sire_name,dam_sire_sire_dam,dam_sire_sire_dam_phn,dam_sire_sire_dam_name,dam_sire_dam_sire,dam_sire_dam_sire_phn,dam_sire_dam_sire_name,dam_sire_dam_dam,dam_sire_dam_dam_phn,dam_sire_dam_dam_name,sire_dam_sire_sire,sire_dam_sire_sire_phn,sire_dam_sire_sire_name,sire_dam_sire_dam,sire_dam_sire_dam_phn,sire_dam_sire_dam_name,sire_dam_dam_sire,sire_dam_dam_sire_phn,sire_dam_dam_sire_name,sire_dam_dam_dam,sire_dam_dam_dam_phn,sire_dam_dam_dam_name,dam_dam_sire_sire,dam_dam_sire_sire_phn,dam_dam_sire_sire_name,dam_dam_sire_dam,dam_dam_sire_dam_phn,dam_dam_sire_dam_name,dam_dam_dam_sire,dam_dam_dam_sire_phn,dam_dam_dam_sire_name,dam_dam_dam_dam,dam_dam_dam_dam_phn,dam_dam_dam_dam_name,_merge,Carcass_Number,Sex,Color,Carcass_Weight,Quality,Yield,Member_Name,Registration Number_y,Sire_y,Member_ID,carcass_merge
614,0,C0271,RH,7051,RE,7051,1T110213,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2017-03-03,NS,AF40818,X93797,Active,B,AA,AN,XX,50.0,25.0,25.0,H,N,20240808.0,-5.5,0.18,3.6,0.08,49.0,0.07,88.0,0.01,28.0,0.04,52.665,0.0,,5651-4759,96.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,90.63640000000001,2017.0,7.0,Bull,7051,7051,AF40818,2442Z,HEARTBRAND 2442Z,X93797,955,955,AF6971,S5394S,HEARTBRAND JOE S5394S,AF4629,V5909S,HEARTBRAND V5909S,,,,,,,AF110,HB 457,SHIGEMARU,AF263,B0004M,HEARTBRAND B0004M,AF859,C0600N,HEARTBRAND C0600N,AF1297,T1033P,HEARTBRAND T1033P,,,,,,,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF114,HB502E,BIG AL,AF106,FJ357B,FUYUKO,,,,,,,,,,,,,AF123,H0518E,HEARTBRAND H0518E,AF152,S0939J,HEARTBRAND S0939J,AF109,HB 459,TAMAMARU,AF137,B0806H,HEARTBRAND B0806H,,,,,,,,,,,,,both,1053,STEER,RED WF,935,P,3,Artesian Cattle,1T110213,AF40818,,both
615,0,C0271,RH,7274,RE,7274,1T110214,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2017-03-04,NS,AF42320,X94215,Active,B,AA,AN,XX,50.0,25.0,25.0,P,N,20240808.0,-2.3,0.19,1.4,0.09,44.0,0.06,79.0,0.01,24.0,0.04,45.714,0.0,,5651-4759,96.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,81.22160000000001,2017.0,7.0,Bull,7274,7274,AF42320,0704Z,BEEMAN 0704Z,X94215,239,239,AF2794,H2530R,HEARTBRAND H2530R,AF3277,S2962R,HEARTBRAND S2962R,,,,,,,AF107,HB 830,HIKARI,AF142,S0918J,HEARTBRAND S0918J,AF110,HB 457,SHIGEMARU,AF243,S0940L,HEARTBRAND S0940L,,,,,,,,,,,,,AJ110,KO 76,DAI-JU 10 MITSUMARU KO 76,AJ117,1KY 92958,KAZUTOMO 1KYU 92958,AF110,HB 457,SHIGEMARU,AF130,J0541F,HEARTBRAND J0541F,,,,,,,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF110,HB 457,SHIGEMARU,AF154,B0940J,HEARTBRAND B0940J,,,,,,,,,,,,,both,916,Steer,Red MOT,1092,CH,4,Artesian Cattle,1T110214,AF42320,,both
616,0,C0271,RH,7236,RE,7236,1T110215,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2017-03-04,NS,AF28735,X94245,Active,B,AA,AN,XX,50.0,25.0,25.0,P,N,20240808.0,-6.1,0.2,2.0,0.06,40.0,0.05,74.0,0.01,26.0,0.03,45.387,0.0,,5651-4759,96.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,75.39500000000001,2017.0,7.0,Bull,7236,7236,AF28735,TW0757Z,TWINWOOD TW0757Z,X94245,323,323,AF6092,S5744T,HEARTBRAND S5744T,AF2246,T1986P,HEARTBRAND T1986P,,,,,,,AF110,HB 457,SHIGEMARU,AF851,T0601N,HEARTBRAND T0601N,AF109,HB 459,TAMAMARU,AF157,B0947J,HEARTBRAND B0947J,,,,,,,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF109,HB 459,TAMAMARU,AF137,B0806H,HEARTBRAND B0806H,,,,,,,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF114,HB502E,BIG AL,AF113,FJ245C,HEARTBRAND HIMAWARI 245,,,,,,,,,,,,,both,920,Steer,Black,924,P,3,Artesian Cattle,1T110215,AF28735,,both
617,0,C0271,RH,7183,RE,7183,1T110216,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2017-03-04,NS,AF62396,X93868,Active,B,AA,AN,XX,50.0,25.0,25.0,H,N,20240808.0,-5.4,0.19,1.7,0.08,44.0,0.04,79.0,0.01,26.0,0.03,47.6465,0.0,,5651-4759,96.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,81.13130000000001,2017.0,7.0,Bull,7183,7183,AF62396,3628B,HEARTBRAND 3628B,X93868,401,401,AF19339,9973Y,HEARTBRAND 9973Y,AF14107,9538Y,HEARTBRAND 9538Y,,,,,,,AF110,HB 457,SHIGEMARU,AF154,B0940J,HEARTBRAND B0940J,AF233,T0068L,HEARTBRAND T0068L,AF414,B0157M,HEARTBRAND B0157M,,,,,,,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF114,HB502E,BIG AL,AF112,FJ244C,HEARTBRAND HITOMI 244,,,,,,,,,,,,,AF109,HB 459,TAMAMARU,AF161,B0951J,HEARTBRAND B0951J,AF114,HB502E,BIG AL,AF126,S0528E,HEARTBRAND S0528E,,,,,,,,,,,,,both,921,Steer,Black,1151,P,5,Artesian Cattle,1T110216,AF62396,,both
618,0,C0271,RH,7196,RE,7196,1T110217,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2017-03-04,NS,AF62396,X93916,Active,B,AA,,XX,50.0,,50.0,P,N,20240808.0,-5.4,0.19,1.7,0.08,44.0,0.04,79.0,0.01,26.0,0.03,47.6465,0.0,,5651-4759,96.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,81.13130000000001,2017.0,7.0,Bull,7196,7196,AF62396,3628B,HEARTBRAND 3628B,X93916,450,ARTESIAN KRISTAN 450,AF19339,9973Y,HEARTBRAND 9973Y,AF14107,9538Y,HEARTBRAND 9538Y,,,,,,,AF110,HB 457,SHIGEMARU,AF154,B0940J,HEARTBRAND B0940J,AF233,T0068L,HEARTBRAND T0068L,AF414,B0157M,HEARTBRAND B0157M,,,,,,,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF114,HB502E,BIG AL,AF112,FJ244C,HEARTBRAND HITOMI 244,,,,,,,,,,,,,AF109,HB 459,TAMAMARU,AF161,B0951J,HEARTBRAND B0951J,AF114,HB502E,BIG AL,AF126,S0528E,HEARTBRAND S0528E,,,,,,,,,,,,,both,1031,STEER,JERSEY,869,P,3,Artesian Cattle,1T110217,AF62396,,both
619,0,C0271,RH,7041,RE,7041,1T110218,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2017-03-04,NS,AF40212,X109534,Active,B,AA,,XX,50.0,,50.0,H,N,20240808.0,-0.5,0.2,0.9,0.09,41.0,0.06,77.0,0.01,27.0,0.04,47.4515,0.0,,5651-4759,96.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,79.05910000000002,2017.0,7.0,Bull,7041,7041,AF40212,2451Z,HEARTBRAND 2451Z,X109534,602,602,AF4533,C4037S,HEARTBRAND CHARLIE C4037S,AF956,T0698N,HEARTBRAND T0698N,,,,,,,AF123,H0518E,HEARTBRAND H0518E,AF141,S0917J,HEARTBRAND S0917J,AF109,HB 459,TAMAMARU,AF140,H0916J,HEARTBRAND H0916J,,,,,,,,,,,,,AF107,HB 830,HIKARI,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF110,HB 457,SHIGEMARU,AF103,FJ352B,UME,,,,,,,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF107,HB 830,HIKARI,AF125,S0538E,HEARTBRAND S0538E,,,,,,,,,,,,,both,925,Steer,Red,684,CH,3,Artesian Cattle,1T110218,AF40212,,both
620,0,C0271,RH,7081,RE,7081,1T110219,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2017-03-04,NS,AF42320,X109559,Active,B,AA,,XX,50.0,,50.0,P,N,20240808.0,-2.3,0.19,1.4,0.09,44.0,0.06,79.0,0.01,24.0,0.04,45.714,0.0,,5651-4759,96.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,81.22160000000001,2017.0,7.0,Bull,7081,7081,AF42320,0704Z,BEEMAN 0704Z,X109559,603,603,AF2794,H2530R,HEARTBRAND H2530R,AF3277,S2962R,HEARTBRAND S2962R,,,,,,,AF107,HB 830,HIKARI,AF142,S0918J,HEARTBRAND S0918J,AF110,HB 457,SHIGEMARU,AF243,S0940L,HEARTBRAND S0940L,,,,,,,,,,,,,AJ110,KO 76,DAI-JU 10 MITSUMARU KO 76,AJ117,1KY 92958,KAZUTOMO 1KYU 92958,AF110,HB 457,SHIGEMARU,AF130,J0541F,HEARTBRAND J0541F,,,,,,,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF110,HB 457,SHIGEMARU,AF154,B0940J,HEARTBRAND B0940J,,,,,,,,,,,,,both,1105,STEER,BLACK,739,P,3,Artesian Cattle,1T110219,AF42320,,both
621,0,C0271,RH,7210,RE,7210,1T110220,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2017-03-04,NS,AF42320,X109578,Active,B,AA,,XX,50.0,,50.0,H,N,20240808.0,-2.3,0.19,1.4,0.09,44.0,0.06,79.0,0.01,24.0,0.04,45.714,0.0,,5651-4759,96.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,81.22160000000001,2017.0,7.0,Bull,7210,7210,AF42320,0704Z,BEEMAN 0704Z,X109578,641,641,AF2794,H2530R,HEARTBRAND H2530R,AF3277,S2962R,HEARTBRAND S2962R,,,,,,,AF107,HB 830,HIKARI,AF142,S0918J,HEARTBRAND S0918J,AF110,HB 457,SHIGEMARU,AF243,S0940L,HEARTBRAND S0940L,,,,,,,,,,,,,AJ110,KO 76,DAI-JU 10 MITSUMARU KO 76,AJ117,1KY 92958,KAZUTOMO 1KYU 92958,AF110,HB 457,SHIGEMARU,AF130,J0541F,HEARTBRAND J0541F,,,,,,,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF110,HB 457,SHIGEMARU,AF154,B0940J,HEARTBRAND B0940J,,,,,,,,,,,,,both,914,Steer,Black,945,CH,5,Artesian Cattle,1T110220,AF42320,,both
622,0,C0271,RH,7003,RE,7003,1T110221,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2017-03-05,NS,AF40818,X93769,Active,B,AA,BN,,50.0,50.0,,H,N,20240808.0,-5.5,0.18,3.6,0.08,49.0,0.07,88.0,0.01,28.0,0.04,52.665,0.0,,5651-4759,96.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,90.63640000000001,2017.0,7.0,Bull,7003,7003,AF40818,2442Z,HEARTBRAND 2442Z,X93769,038,038,AF6971,S5394S,HEARTBRAND JOE S5394S,AF4629,V5909S,HEARTBRAND V5909S,,,,,,,AF110,HB 457,SHIGEMARU,AF263,B0004M,HEARTBRAND B0004M,AF859,C0600N,HEARTBRAND C0600N,AF1297,T1033P,HEARTBRAND T1033P,,,,,,,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF114,HB502E,BIG AL,AF106,FJ357B,FUYUKO,,,,,,,,,,,,,AF123,H0518E,HEARTBRAND H0518E,AF152,S0939J,HEARTBRAND S0939J,AF109,HB 459,TAMAMARU,AF137,B0806H,HEARTBRAND B0806H,,,,,,,,,,,,,both,1064,STEER,BLACK,828,SE,1,Artesian Cattle,1T110221,AF40818,,both
623,0,C0271,RH,7255,RE,7255,1T110222,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2017-03-05,NS,AF28735,X94210,Active,B,AA,AN,XX,50.0,25.0,25.0,P,N,20240808.0,-6.1,0.2,2.0,0.06,40.0,0.05,74.0,0.01,26.0,0.03,45.387,0.0,,5651-4759,96.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,75.39500000000001,2017.0,7.0,Bull,7255,7255,AF28735,TW0757Z,TWINWOOD TW0757Z,X94210,234,234,AF6092,S5744T,HEARTBRAND S5744T,AF2246,T1986P,HEARTBRAND T1986P,,,,,,,AF110,HB 457,SHIGEMARU,AF851,T0601N,HEARTBRAND T0601N,AF109,HB 459,TAMAMARU,AF157,B0947J,HEARTBRAND B0947J,,,,,,,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF109,HB 459,TAMAMARU,AF137,B0806H,HEARTBRAND B0806H,,,,,,,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF114,HB502E,BIG AL,AF113,FJ245C,HEARTBRAND HIMAWARI 245,,,,,,,,,,,,,both,963,Steer,Black,978,CH,3,Artesian Cattle,1T110222,AF28735,,both
624,0,C0271,RH,7024,RE,7024,1T110223,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2017-03-05,NS,AF40818,X109546,Active,B,AA,,XX,50.0,,50.0,P,N,20240808.0,-5.5,0.18,3.6,0.08,49.0,0.07,88.0,0.01,28.0,0.04,52.665,0.0,,5651-4759,96.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,90.63640000000001,2017.0,7.0,Bull,7024,7024,AF40818,2442Z,HEARTBRAND 2442Z,X109546,660,660,AF6971,S5394S,HEARTBRAND JOE S5394S,AF4629,V5909S,HEARTBRAND V5909S,,,,,,,AF110,HB 457,SHIGEMARU,AF263,B0004M,HEARTBRAND B0004M,AF859,C0600N,HEARTBRAND C0600N,AF1297,T1033P,HEARTBRAND T1033P,,,,,,,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF114,HB502E,BIG AL,AF106,FJ357B,FUYUKO,,,,,,,,,,,,,AF123,H0518E,HEARTBRAND H0518E,AF152,S0939J,HEARTBRAND S0939J,AF109,HB 459,TAMAMARU,AF137,B0806H,HEARTBRAND B0806H,,,,,,,,,,,,,both,1038,STEER,RED,1034,P,4,Artesian Cattle,1T110233,AF42320,,both
625,0,C0271,RH,7002,RE,7002,1T110224,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2017-03-05,NS,AF42330,X109590,Active,B,AA,,XX,50.0,,50.0,H,N,20240808.0,-5.0,0.19,2.1,0.08,42.0,0.05,77.0,0.01,27.0,0.04,48.2155,0.0,,5651-4759,96.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,78.7369,2017.0,7.0,Bull,7002,7002,AF42330,2163A,HEARTBRAND 2163A,X109590,673,673,AF233,T0068L,HEARTBRAND T0068L,AF1349,S1090P,HEARTBRAND S1090P,,,,,,,AF109,HB 459,TAMAMARU,AF161,B0951J,HEARTBRAND B0951J,AF110,HB 457,SHIGEMARU,AF105,FJ355B,HARUKO,,,,,,,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF114,HB502E,BIG AL,AF113,FJ245C,HEARTBRAND HIMAWARI 245,,,,,,,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AJ094,TOK 30,DAI-SAN 3 MITSUMARU TOKKYU 30,AJ122,TOK 6669,DAI-NANA 7 KIKUHIME TOKKYU 6669,,,,,,,,,,,,,both,966,Steer,Red,936,P,3,Artesian Cattle,1T110224,AF42330,,both
626,0,C0271,RH,7271,RE,7271,1T110225,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2017-03-06,NS,AF28735,X94241,Active,B,AA,AN,XX,50.0,25.0,25.0,H,N,20240808.0,-6.1,0.2,2.0,0.06,40.0,0.05,74.0,0.01,26.0,0.03,45.387,0.0,,5651-4759,96.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,75.39500000000001,2017.0,7.0,Bull,7271,7271,AF28735,TW0757Z,TWINWOOD TW0757Z,X94241,319,ARTESIAN AUBREY 319,AF6092,S5744T,HEARTBRAND S5744T,AF2246,T1986P,HEARTBRAND T1986P,,,,,,,AF110,HB 457,SHIGEMARU,AF851,T0601N,HEARTBRAND T0601N,AF109,HB 459,TAMAMARU,AF157,B0947J,HEARTBRAND B0947J,,,,,,,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF109,HB 459,TAMAMARU,AF137,B0806H,HEARTBRAND B0806H,,,,,,,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF114,HB502E,BIG AL,AF113,FJ245C,HEARTBRAND HIMAWARI 245,,,,,,,,,,,,,both,906,Steer,Black,837,CH,3,Artesian Cattle,1T110225,AF28735,,both
627,0,C0271,RH,7114,RE,7114,1T110226,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2017-03-06,NS,AF36497,X93972,Active,B,AA,AN,XX,50.0,25.0,25.0,P,N,20240808.0,-3.7,0.19,2.3,0.08,46.0,0.05,84.0,0.01,26.0,0.04,49.418,0.0,,5651-4759,96.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,86.51870000000001,2017.0,7.0,Bull,7114,7114,AF36497,1603Z,HEARTBRAND 1603Z,X93972,933,933,AF5638,S5204S,HEARTBRAND S5204S,AF8267,V6825U,HEARTBRAND V6825U,,,,,,,AF110,HB 457,SHIGEMARU,AF138,B0905J,HEARTBRAND B0905J,AF109,HB 459,TAMAMARU,AF1872,T1610P,HEARTBRAND T1610P,,,,,,,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF114,HB502E,BIG AL,AF106,FJ357B,FUYUKO,,,,,,,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF109,HB 459,TAMAMARU,AF161,B0951J,HEARTBRAND B0951J,,,,,,,,,,,,,both,1106,STEER,BLACK,974,CH,2,Artesian Cattle,1T110226,AF36497,,both
628,0,C0271,RH,7058,RE,7058,1T110227,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2017-03-07,NS,AF34651,X94223,Active,B,AA,AN,XX,50.0,25.0,25.0,P,N,20240808.0,0.6,0.19,0.1,0.08,47.0,0.06,84.0,0.01,26.0,0.04,49.551003,0.0,,5651-4759,96.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,87.21990000000001,2017.0,7.0,Bull,7058,7058,AF34651,1177Z,HEARTBRAND 1177Z,X94223,251,251,AF7269,S6386U,HEARTBRAND KC S6386U,AF2374,C2113P,HEARTBRAND C2113P,,,,,,,AF110,HB 457,SHIGEMARU,AF230,C0062L,HEARTBRAND C0062L,AF123,H0518E,HEARTBRAND H0518E,AF6906,S0354L,HEARTBRAND S0354L,,,,,,,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF123,H0518E,HEARTBRAND H0518E,AF141,S0917J,HEARTBRAND S0917J,,,,,,,,,,,,,AF107,HB 830,HIKARI,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF110,HB 457,SHIGEMARU,AF104,FJ354B,AKIKO,,,,,,,,,,,,,both,1134,STEER,RED,947,P,3,Artesian Cattle,1T110227,AF34651,,both
629,0,C0271,RH,7174,RE,7174,1T110228,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2017-03-07,NS,AF62449,X93874,Active,B,AA,AN,XX,50.0,25.0,25.0,H,N,20240808.0,-6.2,0.19,2.5,0.08,47.0,0.07,84.0,0.01,25.0,0.05,48.822998,0.0,,5651-4759,96.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,86.49750000000002,2017.0,7.0,Bull,7174,7174,AF62449,3620B,HEARTBRAND 3620B,X93874,407,407,AF109,HB 459,TAMAMARU,AF2688,H2426R,HEARTBRAND H2426R,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF107,HB 830,HIKARI,AF147,T0930J,HEARTBRAND T0930J,,,,,,,,,,,,,AJ116,KO 70,TAMANAMI KO 70,AJ133,KO 2030,FUJIMITSU KO 2030,AJ093,KO 71,DAI-SAN 3 MITSUMARU KO 71,AJ123,TOK 14289,DAI-HICHI 7 MARUNAMI TOK 14289,,,,,,,,,,,,,AJ110,KO 76,DAI-JU 10 MITSUMARU KO 76,AJ117,1KY 92958,KAZUTOMO 1KYU 92958,AF109,HB 459,TAMAMARU,AF115,T0504E,HEARTBRAND T0504E,,,,,,,,,,,,,both,946,Steer,Black,884,CH,2,Artesian Cattle,1T110228,AF62449,,both
630,0,C0271,RH,7184,RE,7184,1T110229,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2017-03-07,NS,AF62449,X93886,Active,B,AA,AN,XX,50.0,25.0,25.0,P,N,20240808.0,-6.2,0.19,2.5,0.08,47.0,0.07,84.0,0.01,25.0,0.05,48.822998,0.0,,5651-4759,96.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,86.49750000000002,2017.0,7.0,Bull,7184,7184,AF62449,3620B,HEARTBRAND 3620B,X93886,419,419,AF109,HB 459,TAMAMARU,AF2688,H2426R,HEARTBRAND H2426R,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF107,HB 830,HIKARI,AF147,T0930J,HEARTBRAND T0930J,,,,,,,,,,,,,AJ116,KO 70,TAMANAMI KO 70,AJ133,KO 2030,FUJIMITSU KO 2030,AJ093,KO 71,DAI-SAN 3 MITSUMARU KO 71,AJ123,TOK 14289,DAI-HICHI 7 MARUNAMI TOK 14289,,,,,,,,,,,,,AJ110,KO 76,DAI-JU 10 MITSUMARU KO 76,AJ117,1KY 92958,KAZUTOMO 1KYU 92958,AF109,HB 459,TAMAMARU,AF115,T0504E,HEARTBRAND T0504E,,,,,,,,,,,,,both,956,Steer,Red,871,P,4,Artesian Cattle,1T110229,AF62449,,both
